ECLI,jaartal_delict,jaartal_uitspraak,regionale_eenheid,veroordeling,tenlastelegging,modus_operandi,geslacht_dader,geslacht_slachtoffer,strafmaat,moord_of_doodslag,verweer_verdediging,bewijstypen,aanleiding,gedraging,gevolg
ECLI:NL:PHR:2021:6978,2016,2018,Noord-Nederland,Moord,Doodslag,Mes,Man,Man,10,Doodslag,Geen verweer,Getuigenverklaring,Wraak,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2020:2678,2017,2023,Oost-Nederland,Moord,Doodslag,Mes,Man,Man,20,Moord,Geen verweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2019:5414,2021,2013,Rotterdam,Poging tot moord,Moord,Mes,Man,Vrouw,20,Moord,Geen verweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:HR:2015:2649,2016,2013,Rotterdam,Vrijspraak,Moord,Vuurwapen,Vrouw,Man,20,Moord,Geen verweer,Bekentenis,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:PHR:2015:1436,2012,2017,Rotterdam,Vrijspraak,Moord,Vergif,Man,Vrouw,20,Moord,Noodweer,Observatie,Psychose,Slag met voorwerp,Dood later
ECLI:NL:GHARL:2022:7047,2016,2020,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Vrouw,15,Doodslag,Ontkenning,Observatie,Psychose,Steekpartij,Dood later
ECLI:NL:RBDHA:2022:6885,2017,2022,Rotterdam,Moord,Doodslag,Mes,Man,Man,20,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2018:8494,2016,2022,Rotterdam,Doodslag,Doodslag,Anders,Man,Vrouw,8,Moord,Geen verweer,Bekentenis,Ruzie,Steekpartij,Dood later
ECLI:NL:HR:2020:7143,2015,2019,Amsterdam,Moord,Doodslag,Vuurwapen,Man,Man,20,Doodslag,Ontkenning,Getuigenverklaring,Financieel,Slag met voorwerp,Dood later
ECLI:NL:HR:2019:9817,2018,2015,Amsterdam,Moord,Doodslag,Vuurwapen,Man,Man,8,Moord,Ontkenning,Forensisch bewijs,Ruzie,Vergiftiging,Geen letsel
ECLI:NL:RBDHA:2023:5153,2016,2024,Rotterdam,Poging tot moord,Moord,Wurging,Man,Vrouw,20,Doodslag,Geen verweer,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:HR:2018:6575,2011,2022,Midden-Nederland,Vrijspraak,Moord,Mes,Man,Vrouw,15,Doodslag,Noodweer,Observatie,Psychose,Slag met voorwerp,Zwaar gewond
ECLI:NL:HR:2015:3449,2017,2019,Amsterdam,Doodslag,Moord,Wurging,Vrouw,Man,20,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:GHARL:2018:2348,2022,2024,Amsterdam,Moord,Moord,Vuurwapen,Man,Man,20,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Verstikking,Geen letsel
ECLI:NL:GHARL:2019:5475,2019,2016,Amsterdam,Moord,Poging tot moord,Mes,Man,Man,15,Doodslag,Noodweer,Observatie,Ruzie,Steekpartij,Dood later
ECLI:NL:HR:2015:8249,2020,2022,Amsterdam,Doodslag,Doodslag,Vuurwapen,Man,Man,12,Moord,Ontkenning,Observatie,Wraak,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2017:2216,2022,2022,Oost-Nederland,Vrijspraak,Moord,Mes,Man,Man,12,Doodslag,Noodweer,Getuigenverklaring,Financieel,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2023:3870,2020,2019,Midden-Nederland,Moord,Poging tot moord,Wurging,Man,Vrouw,10,Doodslag,Geen verweer,Bekentenis,Wraak,Schietpartij,Dood direct
ECLI:NL:GHARL:2016:6605,2013,2021,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,20,Doodslag,Geen verweer,Observatie,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:HR:2021:407,2012,2014,Amsterdam,Moord,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Bekentenis,Wraak,Schietpartij,Dood direct
ECLI:NL:RBDHA:2016:5229,2017,2014,Rotterdam,Vrijspraak,Moord,Wurging,Man,Man,10,Moord,Ontkenning,Bekentenis,Psychose,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2021:6943,2011,2014,Oost-Nederland,Moord,Poging tot moord,Mes,Vrouw,Man,12,Doodslag,Ontkenning,Observatie,Wraak,Verstikking,Dood direct
ECLI:NL:GHARL:2016:6736,2022,2020,Midden-Nederland,Moord,Moord,Vuurwapen,Man,Vrouw,10,Moord,Geen verweer,Bekentenis,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:HR:2020:2915,2010,2022,Midden-Nederland,Moord,Doodslag,Wurging,Man,Vrouw,12,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2020:1543,2014,2015,Rotterdam,Doodslag,Poging tot moord,Vergif,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood later
ECLI:NL:RBDHA:2016:4086,2010,2021,Oost-Nederland,Moord,Poging tot moord,Wurging,Man,Man,15,Moord,Geen verweer,Getuigenverklaring,Financieel,Schietpartij,Dood direct
ECLI:NL:RBDHA:2021:8684,2015,2016,Amsterdam,Doodslag,Doodslag,Vuurwapen,Man,Vrouw,12,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:HR:2021:5183,2014,2021,Amsterdam,Vrijspraak,Doodslag,Anders,Man,Man,8,Doodslag,Ontkenning,Observatie,Wraak,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2018:5556,2011,2013,Oost-Nederland,Moord,Doodslag,Wurging,Man,Man,10,Moord,Geen verweer,Bekentenis,Psychose,Vergiftiging,Dood later
ECLI:NL:PHR:2016:8463,2011,2022,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:HR:2023:8455,2015,2021,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,15,Moord,Ontkenning,Observatie,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:PHR:2020:5852,2012,2013,Amsterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,12,Moord,Noodweer,Bekentenis,Relatieproblemen,Schietpartij,Zwaar gewond
ECLI:NL:PHR:2018:1784,2016,2019,Rotterdam,Vrijspraak,Moord,Mes,Man,Man,8,Moord,Ontkenning,Bekentenis,Psychose,Schietpartij,Dood later
ECLI:NL:PHR:2019:3332,2012,2019,Amsterdam,Doodslag,Moord,Vuurwapen,Man,Man,12,Moord,Ontkenning,Forensisch bewijs,Ruzie,Verstikking,Dood later
ECLI:NL:PHR:2017:1334,2021,2022,Oost-Nederland,Moord,Poging tot moord,Mes,Vrouw,Man,20,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2022:7701,2011,2021,Noord-Nederland,Moord,Poging tot moord,Wurging,Man,Man,20,Doodslag,Geen verweer,Forensisch bewijs,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2020:5279,2018,2016,Amsterdam,Poging tot moord,Doodslag,Mes,Man,Vrouw,8,Doodslag,Noodweer,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2022:1218,2011,2022,Amsterdam,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,12,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Verstikking,Geen letsel
ECLI:NL:RBDHA:2022:5061,2015,2012,Amsterdam,Doodslag,Poging tot moord,Wurging,Vrouw,Man,15,Moord,Ontkenning,Observatie,Financieel,Verstikking,Dood later
ECLI:NL:GHARL:2015:5866,2019,2023,Amsterdam,Poging tot moord,Poging tot moord,Mes,Man,Man,20,Moord,Noodweer,Observatie,Psychose,Slag met voorwerp,Zwaar gewond
ECLI:NL:HR:2019:7665,2019,2016,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Getuigenverklaring,Financieel,Schietpartij,Dood later
ECLI:NL:RBDHA:2015:1032,2017,2019,Noord-Nederland,Moord,Poging tot moord,Wurging,Vrouw,Vrouw,15,Moord,Geen verweer,Bekentenis,Ruzie,Steekpartij,Dood later
ECLI:NL:GHARL:2019:1357,2021,2018,Midden-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Moord,Noodweer,Observatie,Wraak,Verstikking,Dood direct
ECLI:NL:HR:2023:6399,2010,2020,Midden-Nederland,Doodslag,Moord,Mes,Man,Vrouw,10,Moord,Ontkenning,Bekentenis,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2023:772,2016,2020,Noord-Nederland,Moord,Poging tot moord,Wurging,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Financieel,Verstikking,Zwaar gewond
ECLI:NL:RBDHA:2018:5367,2020,2021,Amsterdam,Vrijspraak,Moord,Mes,Man,Man,10,Doodslag,Geen verweer,Observatie,Wraak,Schietpartij,Geen letsel
ECLI:NL:RBDHA:2023:2571,2012,2022,Noord-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Vrouw,20,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:HR:2022:1795,2019,2017,Midden-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Psychose,Vergiftiging,Dood direct
ECLI:NL:GHARL:2016:8366,2016,2021,Amsterdam,Vrijspraak,Poging tot moord,Anders,Man,Vrouw,15,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:PHR:2015:4159,2012,2022,Midden-Nederland,Moord,Moord,Wurging,Vrouw,Vrouw,20,Doodslag,Geen verweer,Observatie,Financieel,Verstikking,Dood direct
ECLI:NL:RBDHA:2022:8686,2010,2024,Oost-Nederland,Moord,Doodslag,Vuurwapen,Man,Vrouw,10,Moord,Ontkenning,Bekentenis,Ruzie,Steekpartij,Dood direct
ECLI:NL:PHR:2020:6208,2011,2019,Amsterdam,Doodslag,Moord,Vergif,Man,Vrouw,20,Moord,Geen verweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2021:6797,2015,2015,Rotterdam,Doodslag,Moord,Wurging,Vrouw,Man,12,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:GHARL:2015:5582,2013,2024,Rotterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,12,Doodslag,Geen verweer,Bekentenis,Ruzie,Steekpartij,Dood direct
ECLI:NL:HR:2020:1648,2013,2017,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Vrouw,Man,12,Doodslag,Noodweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2019:4228,2016,2023,Rotterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,12,Doodslag,Ontkenning,Forensisch bewijs,Wraak,Verstikking,Dood direct
ECLI:NL:PHR:2020:1435,2021,2011,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,8,Moord,Ontkenning,Observatie,Wraak,Schietpartij,Dood direct
ECLI:NL:PHR:2020:5182,2018,2019,Oost-Nederland,Vrijspraak,Doodslag,Mes,Man,Man,8,Moord,Ontkenning,Observatie,Financieel,Steekpartij,Dood direct
ECLI:NL:RBDHA:2017:9849,2021,2012,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Vrouw,Man,15,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Dood later
ECLI:NL:HR:2019:9257,2021,2011,Rotterdam,Moord,Poging tot moord,Wurging,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Psychose,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2020:2193,2018,2017,Oost-Nederland,Vrijspraak,Moord,Mes,Man,Man,20,Moord,Geen verweer,Bekentenis,Wraak,Slag met voorwerp,Dood direct
ECLI:NL:HR:2021:8431,2014,2013,Oost-Nederland,Moord,Doodslag,Vuurwapen,Man,Man,10,Moord,Geen verweer,Bekentenis,Psychose,Schietpartij,Geen letsel
ECLI:NL:GHARL:2015:6040,2020,2011,Amsterdam,Poging tot moord,Poging tot moord,Vergif,Man,Vrouw,20,Doodslag,Noodweer,Observatie,Ruzie,Verstikking,Dood direct
ECLI:NL:GHARL:2017:3609,2014,2021,Noord-Nederland,Doodslag,Poging tot moord,Vergif,Man,Vrouw,15,Moord,Ontkenning,Bekentenis,Psychose,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2022:3245,2014,2011,Noord-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Ontkenning,Observatie,Financieel,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2017:2638,2013,2014,Oost-Nederland,Poging tot moord,Poging tot moord,Mes,Man,Man,10,Moord,Ontkenning,Observatie,Financieel,Vergiftiging,Dood later
ECLI:NL:HR:2019:1757,2011,2015,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Man,15,Moord,Noodweer,Observatie,Ruzie,Verstikking,Dood later
ECLI:NL:HR:2020:2247,2010,2023,Rotterdam,Moord,Poging tot moord,Anders,Man,Man,8,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2017:2758,2016,2023,Amsterdam,Poging tot moord,Poging tot moord,Wurging,Man,Man,10,Doodslag,Geen verweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:PHR:2017:7270,2019,2013,Amsterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,8,Moord,Ontkenning,Observatie,Wraak,Steekpartij,Dood later
ECLI:NL:HR:2021:6068,2018,2015,Noord-Nederland,Poging tot moord,Poging tot moord,Wurging,Man,Man,15,Doodslag,Noodweer,Observatie,Financieel,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2022:4768,2017,2021,Midden-Nederland,Doodslag,Doodslag,Wurging,Man,Man,12,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2018:8849,2012,2015,Rotterdam,Poging tot moord,Poging tot moord,Anders,Vrouw,Vrouw,20,Doodslag,Ontkenning,Bekentenis,Financieel,Slag met voorwerp,Dood later
ECLI:NL:PHR:2019:7784,2010,2013,Noord-Nederland,Vrijspraak,Doodslag,Vuurwapen,Man,Man,15,Moord,Ontkenning,Bekentenis,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:PHR:2020:9445,2015,2024,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,8,Doodslag,Geen verweer,Forensisch bewijs,Psychose,Verstikking,Dood later
ECLI:NL:RBDHA:2022:4716,2010,2011,Midden-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Man,10,Moord,Geen verweer,Bekentenis,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2023:8741,2016,2022,Midden-Nederland,Moord,Poging tot moord,Anders,Man,Man,8,Doodslag,Noodweer,Observatie,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2017:3371,2011,2023,Oost-Nederland,Doodslag,Moord,Wurging,Man,Man,15,Doodslag,Ontkenning,Bekentenis,Psychose,Steekpartij,Dood direct
ECLI:NL:PHR:2019:954,2014,2015,Noord-Nederland,Doodslag,Doodslag,Vuurwapen,Vrouw,Man,8,Moord,Geen verweer,Bekentenis,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2020:9185,2020,2014,Oost-Nederland,Vrijspraak,Moord,Mes,Man,Man,10,Moord,Noodweer,Observatie,Psychose,Slag met voorwerp,Dood later
ECLI:NL:HR:2023:2142,2020,2023,Rotterdam,Vrijspraak,Poging tot moord,Vuurwapen,Man,Vrouw,8,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Steekpartij,Geen letsel
ECLI:NL:GHARL:2016:2726,2019,2019,Oost-Nederland,Vrijspraak,Doodslag,Wurging,Man,Vrouw,10,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:GHARL:2022:8510,2017,2011,Midden-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,20,Moord,Ontkenning,Observatie,Wraak,Vergiftiging,Dood later
ECLI:NL:PHR:2021:1602,2013,2016,Midden-Nederland,Moord,Moord,Mes,Vrouw,Man,20,Moord,Noodweer,Forensisch bewijs,Ruzie,Verstikking,Dood later
ECLI:NL:PHR:2022:5827,2011,2024,Midden-Nederland,Doodslag,Poging tot moord,Mes,Vrouw,Vrouw,15,Doodslag,Noodweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:HR:2021:972,2010,2018,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,15,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:RBDHA:2023:6226,2013,2012,Noord-Nederland,Moord,Doodslag,Mes,Man,Man,12,Doodslag,Ontkenning,Observatie,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2021:1437,2012,2020,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Vrouw,Man,10,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:GHARL:2018:561,2020,2024,Noord-Nederland,Doodslag,Doodslag,Mes,Vrouw,Vrouw,15,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2016:5593,2014,2021,Amsterdam,Vrijspraak,Poging tot moord,Wurging,Man,Vrouw,20,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2017:727,2011,2022,Noord-Nederland,Moord,Moord,Anders,Man,Vrouw,10,Doodslag,Ontkenning,Observatie,Relatieproblemen,Verstikking,Dood later
ECLI:NL:GHARL:2022:2373,2017,2019,Oost-Nederland,Moord,Moord,Vuurwapen,Man,Man,12,Moord,Noodweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2022:186,2011,2024,Rotterdam,Moord,Poging tot moord,Wurging,Man,Vrouw,8,Moord,Ontkenning,Bekentenis,Relatieproblemen,Slag met voorwerp,Zwaar gewond
ECLI:NL:HR:2015:4293,2014,2014,Noord-Nederland,Doodslag,Moord,Mes,Man,Man,12,Moord,Noodweer,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:PHR:2017:9091,2022,2022,Rotterdam,Moord,Moord,Mes,Vrouw,Vrouw,12,Doodslag,Ontkenning,Observatie,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2016:4820,2016,2021,Midden-Nederland,Moord,Poging tot moord,Anders,Man,Man,20,Doodslag,Geen verweer,Observatie,Wraak,Schietpartij,Dood later
ECLI:NL:PHR:2019:2096,2017,2019,Rotterdam,Moord,Poging tot moord,Vuurwapen,Man,Man,20,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:HR:2018:6978,2017,2017,Noord-Nederland,Moord,Doodslag,Mes,Man,Man,20,Moord,Ontkenning,Getuigenverklaring,Financieel,Schietpartij,Geen letsel
ECLI:NL:RBDHA:2016:1916,2020,2014,Amsterdam,Moord,Poging tot moord,Mes,Man,Vrouw,8,Doodslag,Noodweer,Observatie,Psychose,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2023:369,2014,2019,Amsterdam,Poging tot moord,Poging tot moord,Mes,Man,Man,8,Moord,Ontkenning,Bekentenis,Wraak,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2017:4872,2011,2023,Rotterdam,Doodslag,Doodslag,Mes,Vrouw,Vrouw,8,Doodslag,Noodweer,Getuigenverklaring,Financieel,Steekpartij,Dood direct
ECLI:NL:RBDHA:2015:5880,2020,2023,Oost-Nederland,Vrijspraak,Moord,Mes,Vrouw,Man,12,Doodslag,Geen verweer,Getuigenverklaring,Psychose,Vergiftiging,Dood direct
ECLI:NL:PHR:2021:3168,2018,2023,Midden-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Man,Man,15,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:HR:2023:6008,2016,2022,Rotterdam,Doodslag,Poging tot moord,Wurging,Man,Man,15,Doodslag,Ontkenning,Observatie,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:HR:2023:9014,2012,2015,Amsterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,15,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:HR:2021:7802,2015,2022,Rotterdam,Moord,Doodslag,Mes,Man,Man,15,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Vergiftiging,Geen letsel
ECLI:NL:HR:2021:6216,2016,2021,Oost-Nederland,Vrijspraak,Doodslag,Mes,Man,Man,12,Moord,Noodweer,Observatie,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2015:5950,2015,2011,Midden-Nederland,Moord,Poging tot moord,Mes,Vrouw,Man,15,Moord,Ontkenning,Bekentenis,Ruzie,Verstikking,Dood direct
ECLI:NL:HR:2020:4050,2012,2017,Midden-Nederland,Doodslag,Poging tot moord,Vergif,Vrouw,Vrouw,10,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Vergiftiging,Dood later
ECLI:NL:HR:2020:2285,2017,2017,Oost-Nederland,Vrijspraak,Poging tot moord,Wurging,Man,Vrouw,10,Moord,Noodweer,Observatie,Psychose,Verstikking,Dood direct
ECLI:NL:HR:2020:9045,2010,2017,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,20,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2017:7712,2014,2023,Rotterdam,Poging tot moord,Poging tot moord,Vuurwapen,Man,Vrouw,20,Moord,Noodweer,Getuigenverklaring,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2017:2309,2017,2021,Amsterdam,Vrijspraak,Poging tot moord,Mes,Vrouw,Man,8,Doodslag,Geen verweer,Getuigenverklaring,Psychose,Verstikking,Dood direct
ECLI:NL:HR:2022:705,2017,2016,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Vrouw,10,Moord,Ontkenning,Getuigenverklaring,Financieel,Vergiftiging,Dood direct
ECLI:NL:GHARL:2018:817,2014,2019,Amsterdam,Moord,Doodslag,Vergif,Man,Man,8,Doodslag,Noodweer,Observatie,Relatieproblemen,Steekpartij,Geen letsel
ECLI:NL:PHR:2015:5270,2013,2011,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Vrouw,20,Doodslag,Ontkenning,Getuigenverklaring,Psychose,Vergiftiging,Dood direct
ECLI:NL:GHARL:2023:6624,2014,2011,Noord-Nederland,Poging tot moord,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Psychose,Schietpartij,Dood direct
ECLI:NL:RBDHA:2019:699,2019,2022,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Man,12,Doodslag,Geen verweer,Observatie,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:PHR:2019:5948,2010,2015,Oost-Nederland,Poging tot moord,Doodslag,Vuurwapen,Man,Vrouw,15,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Verstikking,Dood direct
ECLI:NL:HR:2020:4576,2012,2014,Noord-Nederland,Moord,Moord,Wurging,Vrouw,Man,15,Moord,Geen verweer,Forensisch bewijs,Financieel,Steekpartij,Dood direct
ECLI:NL:HR:2020:7259,2022,2020,Rotterdam,Doodslag,Moord,Mes,Man,Man,12,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2022:6434,2021,2024,Rotterdam,Poging tot moord,Doodslag,Anders,Vrouw,Vrouw,15,Doodslag,Noodweer,Bekentenis,Financieel,Steekpartij,Dood direct
ECLI:NL:GHARL:2017:8229,2020,2023,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Vrouw,10,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2020:8607,2011,2024,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,20,Doodslag,Noodweer,Forensisch bewijs,Psychose,Schietpartij,Dood direct
ECLI:NL:GHARL:2016:7055,2011,2024,Oost-Nederland,Moord,Moord,Vergif,Man,Vrouw,20,Doodslag,Noodweer,Getuigenverklaring,Psychose,Steekpartij,Dood direct
ECLI:NL:HR:2021:9970,2020,2018,Oost-Nederland,Moord,Doodslag,Wurging,Vrouw,Man,12,Moord,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:PHR:2023:4913,2015,2024,Rotterdam,Vrijspraak,Doodslag,Anders,Man,Man,8,Moord,Geen verweer,Bekentenis,Wraak,Vergiftiging,Dood later
ECLI:NL:GHARL:2016:1411,2022,2014,Midden-Nederland,Doodslag,Moord,Anders,Vrouw,Man,10,Doodslag,Geen verweer,Forensisch bewijs,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:GHARL:2019:5121,2018,2021,Midden-Nederland,Doodslag,Moord,Anders,Man,Vrouw,12,Doodslag,Ontkenning,Bekentenis,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2021:2830,2016,2022,Rotterdam,Moord,Moord,Vergif,Man,Man,15,Moord,Ontkenning,Getuigenverklaring,Ruzie,Schietpartij,Dood later
ECLI:NL:RBDHA:2020:7425,2022,2022,Oost-Nederland,Poging tot moord,Doodslag,Vergif,Man,Vrouw,12,Moord,Geen verweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Geen letsel
ECLI:NL:HR:2020:7226,2019,2021,Rotterdam,Moord,Poging tot moord,Mes,Man,Man,8,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2015:1329,2013,2016,Noord-Nederland,Doodslag,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Geen verweer,Forensisch bewijs,Wraak,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2020:8506,2018,2023,Noord-Nederland,Doodslag,Poging tot moord,Anders,Vrouw,Vrouw,20,Doodslag,Noodweer,Getuigenverklaring,Financieel,Verstikking,Dood direct
ECLI:NL:PHR:2015:2439,2010,2020,Oost-Nederland,Poging tot moord,Poging tot moord,Wurging,Man,Man,20,Doodslag,Noodweer,Bekentenis,Ruzie,Steekpartij,Dood direct
ECLI:NL:RBDHA:2015:2168,2016,2019,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,20,Doodslag,Geen verweer,Observatie,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:HR:2018:6101,2018,2022,Midden-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2021:9393,2016,2020,Noord-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Moord,Noodweer,Bekentenis,Relatieproblemen,Slag met voorwerp,Dood later
